,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
0,691772284974030848,@adage_a_day @usaf48 Maybe Trump should kill him.,0,0,Twitter for iPhone,2016-01-25 23:58:59,320967163,mikemerc57,Mike Merc,2011-06-20 20:23:11,"American, Patriot, Conservative. We live in the greatest country in the history of the world. We need to act like it.",893,1117,,
1,691771088712392705,@mitchellvii @LindaSuhler @realDonaldTrump The ever shifting Trump... https://t.co/aJEyGwYYo7,0,0,Twitter for iPhone,2016-01-25 23:54:14,320967163,mikemerc57,Mike Merc,2011-06-20 20:23:11,"American, Patriot, Conservative. We live in the greatest country in the history of the world. We need to act like it.",893,1117,,
2,691770547542343681,@mitchellvii @LindaSuhler @realDonaldTrump Trump says.that all public state lands should be owned by the federal government.,0,0,Twitter for iPhone,2016-01-25 23:52:05,320967163,mikemerc57,Mike Merc,2011-06-20 20:23:11,"American, Patriot, Conservative. We live in the greatest country in the history of the world. We need to act like it.",893,1117,,
3,691767594295115777,"@WalkerBait_TWD_ Heck, I'd take Ron over Trump.  Too bad the goat died.",0,1,Twitter for Android Tablets,2016-01-25 23:40:21,1287585668,robert_breeze,Robert Breeze,2013-03-22 03:02:02,"55, single, a kitten named Belle, Spurs fan, love The Walking Dead, live in San Antonio, TX, disabled.",85,92,"San Antonio, TX USA",Eastern Time (US & Canada)
4,691766637821890565,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter for iPhone,2016-01-25 23:36:33,553844990,mamaloie,Mama Loie,2012-04-14 21:24:50,"Conservative Mama of 3 kids, married for 32 years to sweetie. Native Hoosier, basketball&soccer freak, Utah Jazz fanatic. I'm a Mormon! Will unfollow profanity.",671,351,Utah,
5,691765934432862208,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter Web Client,2016-01-25 23:33:45,1421356142,TKovachNashvil,Tom Kovach,2013-05-11 18:55:39,"ICXC NIKA, ex-SSgt USAF (LE/SP), inventor, actor, script writer, paralegal, bon vivant.  Look for me on ABC-TV #Nashville (Kovach rhymes with watch.)",1079,362,"Mount Juliet, Tennessee, USA ",Central Time (US & Canada)
6,691764045410652160,@mckaycoppins @realDonaldTrump You wanted to be favored by Trump? You jest.,0,0,Twitter for Android Tablets,2016-01-25 23:26:15,1184544560,JeanneFischer33,Jeanne Fischer,2013-02-16 03:41:45,Retired and more radical with age. #Uniteblue,2221,2966,Ca,
7,691763645911560192,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter for iPhone,2016-01-25 23:24:40,1379288282,peddoc63,Feisty☀️Floridian,2013-04-25 11:50:33,"Doctor & daughter of legal immigrants living American Dream! Followed by: Sheriff Clarke, Allen West, James Woods, Cruz, Hannity, Bolling, Pavlich, Larry Elder",102231,28391,,Eastern Time (US & Canada)
8,691763564911202305,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter Web Client,2016-01-25 23:24:20,21009217,momwalks2,Shar K,2009-02-16 18:12:31,,1106,828,,Central Time (US & Canada)
9,691763527988723712,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter Web Client,2016-01-25 23:24:12,373789549,GentleGRShepard,Remember Benghazi,2011-09-15 05:43:36,"Loves God. Nam Vet. Architect. Dry Flies. Staunch Conservative. Constitutionalists. If any more Red, White and Blue, I would be fluttering in the breeze.",1197,621,Any trout River,Mountain Time (US & Canada)
10,691763428726300673,RT @DonPastor1: @peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,0,Twitter Web Client,2016-01-25 23:23:48,101395252,jstines3,Judy Stines,2010-01-03 04:28:25,~Reagan Conservative ~Jesus Lover ~PRO-Israel ~PRO-2A ~PRO-Life  ~PRO-Constitution  ~Support Police & Military #RenewUS #CruzCrew #PJNET #TCOT  #WakeUpAmerica,96248,60426,#BlueLivesMatter,Eastern Time (US & Canada)
11,691763131274625025,@peddoc63 @bcwilliams92 Doesn't Trump sound a lot like Kerry? He was for _______ before he was against it.,11,12,TweetCaster for iOS,2016-01-25 23:22:37,394496693,DonPastor1,Don  Howard,2011-10-20 05:04:13,"Son of man, I have made thee a watchman unto the house of Israel: therefore hear the word at my mouth, and give them warning from me.
Ezekiel 3:17",487,473,"Bay,Arkansas ",Central Time (US & Canada)
