,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
0,692859004972699648,I see the Huckster backing #Trump as soon as he gets out of the race!,0,0,Twitter for Android Tablets,2016-01-28 23:57:14,390833402,fmg223,Frank M Grubb,2011-10-14 16:35:28,"Red, White & Blue, through & through!  I am a political junkie(conservative), worried about my country. Retired but still looking for meaningful work!",3778,4103,"Mesa, AZ",Arizona
1,692857914730553347,"""@RedState: Huckabee and Santorum are just Begging to be Trump’s VP https://t.co/S5BnlXkrtw""  liar they are there for the Vets #Trump2016",0,0,Twitter for Android,2016-01-28 23:52:54,199368416,Elvisfan1976,Melanie Deal,2010-10-06 17:54:32,A Trump Supporter + A member of the Choctaw Nation of Oklahoma and I love Neal McCoy and Elvis Presley!,1313,2893,"McAlester, OK",
2,692857331948728321,Trump supporters don't follow @RedState they are bashing @realDonaldTrump &amp; now they are bashing @GovMikeHuckabee &amp; @RickSantorum,0,0,Twitter for Android,2016-01-28 23:50:35,199368416,Elvisfan1976,Melanie Deal,2010-10-06 17:54:32,A Trump Supporter + A member of the Choctaw Nation of Oklahoma and I love Neal McCoy and Elvis Presley!,1313,2893,"McAlester, OK",
3,692857267230629888,"RE: #Trump on CNN
I've seen this before and it involved a bunch of gullible people drinking Kool-Aid in Guyana. #MakingCultsGreatAgain",0,0,Twitter for Android,2016-01-28 23:50:19,157474144,RdubHall,Rick.,2010-06-19 23:11:18,"Yes, I play the piano. No, I won't help you move. I love enchiladas & autobiographies. Former Navy, so I've been everywhere, man.",681,1026,"Texas, USA, Earth ",Central Time (US & Canada)
4,692856422669758470,"RT @pbump: Money raised by the Trump Foundation today: $130,000 (apparently).
Amount Trump gave from 2009 to 2013? $0.  
 https://t.co/6c34…",8,0,Twitter for iPhone,2016-01-28 23:46:58,291908104,bonn66,mojab,2011-05-02 20:15:00,,40,38,texas,
5,692856393641041921,@jamiedupree Trump does it all the time. He likes pictures of people in line even if they freeze while waiting to get turned away.,0,0,Twitter for iPhone,2016-01-28 23:46:51,320967163,mikemerc57,Mike Merc,2011-06-20 20:23:11,"American, Patriot, Conservative. We live in the greatest country in the history of the world. We need to act like it.",893,1117,,
6,692856281044897792,"@V1_man @jstines3 @FrankLuntz @realDonaldTrump @megynkelly @foxnewspolitics hey no neck,trump isnt afraid. Read brietbart-this was a set up",0,0,Twitter for Android,2016-01-28 23:46:24,2737178169,LgLgarris62,Linda g,2014-08-08 12:36:48,"christian,conservative, nurse,animal lover,pro life,walking dead fan.dislike Hollywood, msm,liberals",1490,1462,,
7,692855606508556289,"The Church of Trump worship service begins in a little over an hour. 
#Trump #TrumpTrain #Trump2016 #MakingCultsGreatAgain",0,1,Twitter for Android,2016-01-28 23:43:43,157474144,RdubHall,Rick.,2010-06-19 23:11:18,"Yes, I play the piano. No, I won't help you move. I love enchiladas & autobiographies. Former Navy, so I've been everywhere, man.",681,1026,"Texas, USA, Earth ",Central Time (US & Canada)
8,692854635346792451,Worst thing any thinking human being can do is quote Donald Trump. #Tytlive,0,2,Twitter for Android,2016-01-28 23:39:52,229390362,DarkKingZoro,Bryan Newton,2010-12-22 08:27:41,"Director, Board Artist, Animator.  in short, I make cartoons",761,1056,Los Angeles,
9,692854602639605761,"RT @frankybean: Remember how Trump keeps saying, believe me they will be calling me within 24 hours? @foxnews",1,0,Twitter Web Client,2016-01-28 23:39:44,23103092,TinaRevers,Tina Revers,2009-03-06 19:03:32,The GOP lost my support. I am done.,1390,1636,,Quito
10,692854583287099392,There will be no Donald John Trump aka #TheDonald slander on my TL. You gone get a spanking.,1,0,Twitter for iPhone,2016-01-28 23:39:39,192302220,Madeln305,Ian,2010-09-18 19:07:24,Own my own #Business. #StarGazer #SmallBiz #Networking #SandLover #Traveler. Spreading love to every1 1 day at a time. My #SafeSpace is #SouthBeach,2754,2290,"Miami, FL",Eastern Time (US & Canada)
11,692854020583469056,"Remember how Trump keeps saying, believe me they will be calling me within 24 hours? @foxnews",1,1,Twitter for Android,2016-01-28 23:37:25,180074028,frankybean,John Counts,2010-08-18 19:42:59,Born Again American firm believer that liberalism is an illness that starts in the spine and spreads to the brain. Donald Trump 2016,10523,11092,Lancaster Ohio,
12,692854001214173184,Poor Donny Trump! Cry baby! Grow up and face the music you pompous prick!,0,0,Twitter for Android,2016-01-28 23:37:21,3293280742,gdulanski3,Freecom200,2015-05-21 19:42:49,sci fi writer who enjoys self education and reading William Shakespeare for fun!,519,1277,Facebook,
13,692853091863891970,Where were you during the Vietnam War Mr.Trump?,0,1,Twitter for Android Tablets,2016-01-28 23:33:44,4274433855,TheConleys1,Sean Conley,2015-11-25 12:44:17,,12,58,,
14,692852712816250880,"Join the Trump Hotels team! See our latest #FacilitiesMgmt #job opening here: https://t.co/zIZ3NeAHEn #LasVegas, NV #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-28 23:32:13,176259813,tmj_NV_facmgmt,NV Fac. Mgmt.,2010-08-09 01:36:13,Follow this account for geo-targeted Facilities Management job tweets in Nevada Non-Metro from TweetMyJobs. Need help? Tweet us at @TweetMyJobs!,147,118,Nevada,Quito
15,692852244660641792,Just spotted Donald Trump! #worldslargestbaby @ Jim Henson Studios https://t.co/8YworvArLR,0,0,Instagram,2016-01-28 23:30:22,22569229,TimothyCampbell,Tim Campbell,2009-03-03 01:59:44,"VP of Product at new Holllywood start-up, previously @TeamCoco, @MTV, @MTV2, @Disney, @MySpaceMusic and @jackassworld",1021,1515,"Los Angeles, CA",Pacific Time (US & Canada)
16,692850070648008704,"RT @HercFamily5: @mlcalderone as a die hard conservative, Trump will insist his buddy Bill Clinton moderate it.",7,0,Twitter Web Client,2016-01-28 23:21:44,2959785818,peggenze,Peg E,2015-01-05 14:51:13,When a President can pick and choose which laws to follow and which to ignore he is no longer a President. Ted Cruz,1254,1317,,
17,692848926332878849,Trump event money going to Trump foundation not vets.  Trump using vets for political stunt is disgusting,2,3,Twitter for Android,2016-01-28 23:17:11,2990590396,pmurphey47,Pamela Murphey,2015-01-21 20:45:41,,34,71,,
18,692848592994709504,It's disgusting to use veterans for a political stunt. Found out you are sending the money to Trump foundation not vets,0,0,Twitter for Android,2016-01-28 23:15:51,2990590396,pmurphey47,Pamela Murphey,2015-01-21 20:45:41,,34,71,,
19,692848588087406592,"RT @pbump: Money raised by the Trump Foundation today: $130,000 (apparently).
Amount Trump gave from 2009 to 2013? $0.  
 https://t.co/6c34…",8,0,Twitter for iPhone,2016-01-28 23:15:50,2710475565,JahNestaWailer,Rex Miller,2014-07-14 13:37:08,Mi love yu like cook food,157,252,My home is inna my head,
20,692847434154713088,@dmataconis #Trump doesn't drink liquor apparently,0,0,Twitter for Android Tablets,2016-01-28 23:11:15,258551101,sallyeastman1,Sally Eastman,2011-02-28 00:01:15,"Libertarian, Supporter of Reason, IJ, CATO, Freedom, Clemson Tigers, Kentucky Derby, Bearcats, Buckeyes,  Gamecocks & all Roller Coasters",2799,3095,"Greenville, SC",Eastern Time (US & Canada)
21,692847029756637186,"RT @BostonReview: Trump can't handle Megyn Kelly. https://t.co/LboJi5qTA7 He's blown IA,will come in 3rd in NH; then the crappy Tower falls.",0,0,Janetter for iPhone,2016-01-28 23:09:39,17888298,DCPEST,DCPEST,2008-12-05 03:06:29,"Avocation: Liberty, Equality, Fraternity; Self Education; History; Libraries and Archives; Wine, Beer, Fast Horses. Vocation: Records Management.",1068,1632,DC Suburbs.,Eastern Time (US & Canada)
