,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
0,691767797513326595,"Oh, we've hit the ""Patti Solis Doyle"" stage of the Clinton campaign watch, I guess.  
 https://t.co/B1A6Xdmu00",0,0,pbump.net,2016-01-25 23:41:10,18013192,pbumpnet,pbumpnet,2008-12-10 05:32:25,"Interesting links on science, design, tech, and media. Oh, and politics.",76,0,,Eastern Time (US & Canada)
1,691767790198472704,"Oh, we've hit the ""Patti Solis Doyle"" stage of the Clinton campaign watch, I guess.  
 https://t.co/HbYjigJmi7",0,1,pbump.net,2016-01-25 23:41:08,950531,pbump,Philip Bump,2007-03-11 19:58:10,"Writer for The Washington Post's politics blog, The Fix. philip.bump@washpost.com",17470,561,NYC,Eastern Time (US & Canada)
2,691762304157892608,RT @TotalTrafficGSP: Accident in #Clinton on W CAROLINA AVE at Hwy 56 #traffic https://t.co/AX9oM1fgOq,1,0,(SC) I-26 Updates,2016-01-25 23:19:20,164140601,SCI26thm,The Highway Monitor,2010-07-08 03:57:10,This feed provides timely #interstate #traffic info & RT's for I-26 in #SC. Pre-plan your trip or use a text reader on the go. Stop Distracted Driving!,226,129,"South Carolina, USA",Eastern Time (US & Canada)
3,691762303159648258,RT @TotalTrafficGSP: Accident in #Clinton on W CAROLINA AVE near US 76 #traffic https://t.co/AX9oM1fgOq,1,0,(SC) I-26 Updates,2016-01-25 23:19:20,164140601,SCI26thm,The Highway Monitor,2010-07-08 03:57:10,This feed provides timely #interstate #traffic info & RT's for I-26 in #SC. Pre-plan your trip or use a text reader on the go. Stop Distracted Driving!,226,129,"South Carolina, USA",Eastern Time (US & Canada)
4,691761899655053313,Accident in #Clinton on W CAROLINA AVE at Hwy 56 #traffic https://t.co/AX9oM1fgOq,1,0,TTN GSP traffic,2016-01-25 23:17:43,54304799,TotalTrafficGSP,TTN Greenville,2009-07-06 19:26:46,,628,10,"Greenville, SC",Eastern Time (US & Canada)
5,691761535618813954,Accident in #Clinton on W CAROLINA AVE near US 76 #traffic https://t.co/AX9oM1fgOq,1,0,TTN GSP traffic,2016-01-25 23:16:17,54304799,TotalTrafficGSP,TTN Greenville,2009-07-06 19:26:46,,628,10,"Greenville, SC",Eastern Time (US & Canada)
6,691761416878039041,"Class!!! (@ Building H in Clinton Township, MI) https://t.co/c4AbzjW6NJ",0,0,Foursquare,2016-01-25 23:15:48,16643554,sweet_prince,sweet_prince,2008-10-08 03:04:27,the perfect balance between metaphore and paradox,653,191,"Rochester Hills, MI",Central Time (US & Canada)
7,691761057707204609,@samknight1 @cushbomb Bill Clinton would quibble with the definitions of those terms.,0,1,Twitter for Android,2016-01-25 23:14:23,1167429217,epWeissengruber,Erik Weissengruber,2013-02-11 00:40:47,"teacher, reader, gamer, guitarist in Toronto",265,636,"Lots of leftism, some swears",
8,691757569581436929,"We're #hiring! Read about our latest #job opening here: Automation Engineer - https://t.co/yiWdYJ2x95 #Clinton, SC #Engineering #CareerArc",0,1,TweetMyJOBS,2016-01-25 23:00:31,43639089,tmj_usa_eng,TMJ-USA Engin. Jobs,2009-05-31 04:11:58,Follow this account for geo-targeted Engineering job tweets in USA. Need help? Tweet us at @CareerArc!,515,253,USA,Eastern Time (US & Canada)
9,691756022315257856,Had to dig my V out da snow 😩😩😩 @ Clinton Hill Neighborhood https://t.co/svtDHMR6CO,0,0,Instagram,2016-01-25 22:54:22,392492492,RichAndHumble,Brother RaH fɟ™ ✊,2011-10-17 03:49:04,Spur of the moment... $40 FEATURES Instagram: RichAndHumble YRNFRAH@gmail.com (R)ich(A)nd(H)umble!!!,444,340,BROOKLYN!!!,
10,691755290073657346,"I'm at Cass Avenue &amp; Groesbeck Hwy in Clinton Township, MI https://t.co/dJK9zG9fbt",0,0,Foursquare,2016-01-25 22:51:28,30773956,JacekWos,Jacek,2009-04-13 01:36:26,Just a poor and stupid mailman near Detroit.,58,162,"Clinton Twp., MI",Eastern Time (US & Canada)
11,691752393986457600,@seanhannity Too bad the lies didn't come out as Hillary Clinton was having a coughing fit,0,1,Twitter for Android,2016-01-25 22:39:57,199368416,Elvisfan1976,Melanie Deal,2010-10-06 17:54:32,A Trump Supporter + A member of the Choctaw Nation of Oklahoma and I love Neal McCoy and Elvis Presley!,1315,2894,"McAlester, OK",
12,691735598940471296,Closed Parking Complaint request at 17 N Clinton St https://t.co/BgmHQFaB9w. Fq-begin: double parked - no - https://t.co/18NXwcuZF7...,0,0,Baltimore 311,2016-01-25 21:33:13,199324673,baltimore311,Baltimore City 311,2010-10-06 15:44:00,Baltimore City 311,1352,53,"Baltimore, Maryland USA",Eastern Time (US & Canada)
13,691732421989916672,I would rather have Melania Trump as First Lady than Bill Clinton #Jussayin.  #Trump2016,0,1,Twitter for Android,2016-01-25 21:20:35,199368416,Elvisfan1976,Melanie Deal,2010-10-06 17:54:32,A Trump Supporter + A member of the Choctaw Nation of Oklahoma and I love Neal McCoy and Elvis Presley!,1315,2894,"McAlester, OK",
14,691727632149323776,"At 3:35 PM, 3 W Clinton [Hinds Co, MS] PUBLIC reports HAIL of quarter size (E1.00 INCH) #JAN https://t.co/dw2RMnMmEK",0,0,iembot,2016-01-25 21:01:33,36335798,iembot_jan,IEMBot JAN,2009-04-29 11:25:01,,129,0,,Central Time (US & Canada)
15,691727196377870336,"Want to work at CVS Health? We're #hiring in #Clinton, MD! Click for details: https://t.co/YdqApGkJZo #Retail #Job #Jobs #CareerArc",0,0,TweetMyJOBS,2016-01-25 20:59:49,28439613,tmj_dc_retail,Wash. DC Retail Jobs,2009-04-02 22:48:29,Follow this account for geo-targeted Retail job tweets in DC Metro. Need help? Tweet us at @CareerArc!,489,314,"Washington, DC",Eastern Time (US & Canada)
16,691722135266549761,@Cap_Institute Are you really surprised Badbing Badaboom the Clinton's mafia is in high gear,0,0,Twitter for Android,2016-01-25 20:39:43,2302145018,KosloffM,Vance M Kosloff,2014-01-20 23:05:25,I was in a coma 31/2 month's  turned 17 while I was in coma The experience and rehab has given me a positive attitude in all I do I now see ambition with out kn,254,74,Savannah Ga.,
17,691718016757690369,@goodnewsgoddess @jkfecke @Gus_802 Exception. He was Clinton's Veep.,0,0,Twitter for Android Tablets,2016-01-25 20:23:21,1184544560,JeanneFischer33,Jeanne Fischer,2013-02-16 03:41:45,Retired and more radical with age. #Uniteblue,2221,2966,Ca,
18,691713805928263683,❄️🕊❄️ @ Clinton Hill Neighborhood https://t.co/xJRVbCiEVJ,0,0,Instagram,2016-01-25 20:06:37,37730082,courtneydudley,Courtney Dudley,2009-05-04 19:11:53,photographer : http://t.co/dSN3zDrGnm,321,421,Brooklyn,Eastern Time (US & Canada)
19,691703725241548800,My Version of Hillary Rodham Clinton @ Tallgrass Theatre Company https://t.co/iGOgDppTvu,0,0,Instagram,2016-01-25 19:26:33,3152332238,theRPTC,Rising Phoenix IA,2015-04-13 05:49:19,Des Moines' Premier Female-Focused Theatre Company. Collaborating with Tallgrass Theatre Company on a play about #HillaryClinton,716,1989,"Des Moines, IA",
20,691703069231304704,Snowy lunch break in the community garden. @ Clinton Community Garden https://t.co/aeBvILjolg,0,0,Instagram,2016-01-25 19:23:57,13776752,vermilionink,vermilionink,2008-02-21 16:34:44,,232,222,"Brooklyn, NY",Eastern Time (US & Canada)
21,691698541237026816,@thehill we can only hope........#hillary #clinton....now if we can just ditch the #Bush family well be so much the better! #establishment,0,1,Twitter for Android Tablets,2016-01-25 19:05:58,258551101,sallyeastman1,Sally Eastman,2011-02-28 00:01:15,"Libertarian, Supporter of Reason, IJ, CATO, Freedom, Clemson Tigers, Kentucky Derby, Bearcats, Buckeyes,  Gamecocks & all Roller Coasters",2800,3095,"Greenville, SC",Eastern Time (US & Canada)
22,691691327453433857,"Want to work at Speedway? We're #hiring in #Clinton, NJ! Click for details: https://t.co/FVquHg72hH #Retail #Job #Jobs",0,0,TweetMyJOBS,2016-01-25 18:37:18,3144822634,SpeedwayJobs,Speedway Jobs,2015-04-07 17:27:51,Rethink Speedway. It's more than a convenience store... It's your career opportunity!,173,27,Nationwide,
